Sigma_VH,Sigma_VV,,,,,,,q,mc,tan Qc,Qc,,p1,p2,log2p1,log2p2,,Hc
0.017642075,0.06564422,,,,,,,0.268752907719827,0.576351067123349,0.665511889099515,33.6442373457603,,0.788175533561674,0.211824466438326,-0.343411128660901,-2.23905885980326,,0.744955697865154
0.041082747,0.072875135,,,,,,,0.563741624629581,0.278983668720694,0.252394523290361,14.1652962599195,,0.639491834360347,0.360508165639653,-0.64500215736457,-1.47189615748946,,0.94310419652803
0.015795643,0.07133387,,,,,,,0.22143258174553,0.637421524437994,0.732440027169023,36.2205400262651,,0.818710762218997,0.181289237781003,-0.288574234734409,-2.46363481272219,,0.682889309045322
0.02505233,0.08034504,,,,,,,0.31180929152565,0.52461185701313,0.603000965537704,31.0900175897188,,0.762305928506565,0.237694071493435,-0.391557998790992,-2.07282217450009,,0.791184525971341
0.018623685,0.088432655,,,,,,,0.21059737491767,0.652076934444051,0.747410620664126,36.7748288469716,,0.826038467222025,0.173961532777975,-0.275719127796826,-2.52315976930661,,0.666687346621382
0.01763268,0.08049075,,,,,,,0.219064675133478,0.640602045811077,0.735724262334894,36.3428193945755,,0.820301022905538,0.179698977094462,-0.285774667401272,-2.47634589830967,,0.679418076848066
0.017510071,0.08179504,,,,,,,0.214072528114174,0.647348040323927,0.742625350174864,36.5985157833035,,0.823674020161963,0.176325979838037,-0.279854610082171,-2.50368303814111,,0.671973336651344
0.020659408,0.080870636,,,,,,,0.255462415307331,0.593038529560767,0.68453587627819,34.3930399041511,,0.796519264780384,0.203480735219616,-0.32821883939288,-2.2970358827976,,0.728835178897784
0.027076127,0.07323563,,,,,,,0.36971248830658,0.460160447593396,0.517960080179712,27.3823532505455,,0.730080223796698,0.269919776203302,-0.453873093751491,-1.88939741232041,,0.841349496554011
0.014456442,0.0909867,,,,,,,0.158885221686246,0.725796448668042,0.81660585491917,39.2352768456093,,0.862898224334021,0.137101775665979,-0.21273768601309,-2.86668083866509,,0.576598004758247
0.016045205,0.0796712,,,,,,,0.20139278685397,0.664734483080513,0.760008481518604,37.2351420148114,,0.832367241540256,0.167632758459744,-0.264707907081526,-2.57662398970842,,0.652260777339717
0.037950464,0.1325696,,,,,,,0.286268224389302,0.554885646770576,0.640222492979289,32.628285793196,,0.777442823385288,0.222557176614712,-0.363191517974294,-2.16775207196948,,0.764809419901742
0.03503359,0.096672244,,,,,,,0.362395539302884,0.468002457658785,0.528704578221589,27.8656133076688,,0.734001228829393,0.265998771170607,-0.446145616526522,-1.91050851393596,,0.835664347785262
0.039234776,0.12698938,,,,,,,0.308961080052521,0.527929310105807,0.607167574228959,31.2647664349578,,0.763964655052903,0.236035344947097,-0.388422201599446,-2.08292518376708,,0.788384797509268
0.029105518,0.07336852,,,,,,,0.396703081921238,0.431943571892815,0.478482193554597,25.5702846092446,,0.715971785946407,0.284028214053593,-0.482025358064312,-1.81589384736358,,0.860881642862346
0.031904925,0.10940038,,,,,,,0.291634498892965,0.548425658895114,0.632431874355186,32.3105650234115,,0.774212829447557,0.225787170552443,-0.369197880221474,-2.14696458178888,,0.770594793670728
0.02762217,0.10090379,,,,,,,0.273747596596719,0.570169792935217,0.658323811668075,33.357861796679,,0.785084896467609,0.214915103532391,-0.349079424207563,-2.2181612206577,,0.750773332002153
0.029048365,0.12407963,,,,,,,0.23411066748023,0.620600204423757,0.714741703262373,35.5549738713237,,0.810300102211878,0.189699897788122,-0.303471772336652,-2.39820919347382,,0.700843247019326
0.02567684,0.09806543,,,,,,,0.261833757318966,0.58499484452645,0.675435427447086,34.0364856654651,,0.792497422263225,0.207502577736775,-0.335521852246182,-2.26879883618702,,0.736681809893083
0.026961595,0.07248773,,,,,,,0.371947017791839,0.457782242363133,0.514681368821907,27.2340363259217,,0.728891121181567,0.271108878818433,-0.456224768212703,-1.88305573266133,,0.843051311247794
0.02654716,0.07379735,,,,,,,0.359730532329413,0.470879672440475,0.532620537723135,28.0406815376769,,0.735439836220238,0.264560163779762,-0.443320770452707,-1.91833225112437,,0.833550049356232
0.022539258,0.07585136,,,,,,,0.297150347732724,0.541841316618217,0.62440611022287,31.9809075510535,,0.770920658309108,0.229079341690892,-0.375345706542238,-2.12608073220246,,0.776402933695668
0.021560885,0.073221125,,,,,,,0.294462629466564,0.545042672127337,0.628319014337402,32.1419275017468,,0.772521336063669,0.227478663936331,-0.37235331590508,-2.1361968589244,,0.77359008846384
0.021115763,0.07280481,,,,,,,0.290032526697069,0.550348505646362,0.634759456064184,32.4057244913488,,0.775174252823181,0.224825747176819,-0.367407442015164,-2.15312083158261,,0.768881789068316
0.021612938,0.07348871,,,,,,,0.294098753400352,0.545477108871972,0.628848448831681,32.1636707326595,,0.772738554435986,0.227261445564014,-0.371947714397498,-2.13757514021439,,0.773206755516114
0.01857439,0.0725942,,,,,,,0.255866033374567,0.592526548891455,0.683960483049841,34.3705853998886,,0.796263274445727,0.203736725554273,-0.328682576256398,-2.29522203113088,,0.729338885465809
0.021618769,0.08962081,,,,,,,0.241224878462937,0.611311563845455,0.704730303819223,35.1735132027371,,0.805655781922727,0.194344218077273,-0.311764518894675,-2.36331390810209,,0.710471280787097
0.022973651,0.06634782,,,,,,,0.346260826655646,0.485596223555253,0.552423948768932,28.9173118752116,,0.742798111777626,0.257201888222374,-0.4289579469976,-1.95902686077883,,0.822494560732489
0.021310689,0.049226142,,,,,,,0.432914060175587,0.395757118717171,0.426224307612892,23.0848815113237,,0.697878559358585,0.302121440641415,-0.518952085750474,-1.72679952350132,,0.8838686937188
0.015837856,0.047025267,,,,,,,0.336794600230553,0.496116157003527,0.566341762240771,29.5246893899345,,0.748058078501763,0.251941921498237,-0.418777810986052,-1.98883689776321,,0.814341514174455
0.018568747,0.08102707,,,,,,,0.229167203010056,0.627117934079501,0.721665038460562,35.8166667437338,,0.81355896703975,0.18644103296025,-0.297681178156437,-2.42320868374993,,0.693966721884711
0.018720794,0.07381107,,,,,,,0.253631250705348,0.595365462431406,0.687144425957618,34.494686578835,,0.797682731215703,0.202317268784297,-0.326113049086883,-2.30530862854437,,0.726538493112675
0.021956714,0.06909168,,,,,,,0.317790998858329,0.517691349942977,0.594240359898117,30.7204905312231,,0.758845674971488,0.241154325028512,-0.398121577614377,-2.05197141026451,,0.796954617705637
0.01566897,0.05844039,,,,,,,0.268118847256153,0.577139243949752,0.666422951176924,33.6803991446343,,0.788569621974876,0.211430378025124,-0.342689960234614,-2.24174541884036,,0.744207973738303
0.020894745,0.071442544,,,,,,,0.292469218341385,0.547425634296021,0.631218457665101,32.2608769838733,,0.77371281714801,0.226287182851989,-0.370129921487946,-2.14377322375823,,0.771482667742989
0.016196096,0.06206836,,,,,,,0.260939647833453,0.586118735687628,0.676714742381483,34.0867913953447,,0.793059367843814,0.206940632156186,-0.334499225820729,-2.27271115314549,,0.735594027313974
0.024511227,0.09002471,,,,,,,0.272272212818014,0.57199063207559,0.660449166344872,33.4427340175163,,0.785995316037795,0.214004683962205,-0.347407379794294,-2.22428572136798,,0.749068136118279
0.019079216,0.057291783,,,,,,,0.33301836670016,0.500354421185456,0.571891371675595,29.7648666740706,,0.750177210592728,0.249822789407272,-0.414696658419904,-2.00102300599113,,0.810997131480398
0.022516245,0.07266588,,,,,,,0.309859937015832,0.526880808765301,0.605853006958325,31.2097027243906,,0.763440404382651,0.236559595617349,-0.389412553002546,-2.07972441250411,,0.789272042953445
0.019196447,0.08823041,,,,,,,0.217571775989707,0.642613634316789,0.737791312006106,36.419583919677,,0.821306817158395,0.178693182841605,-0.28400682184534,-2.48444349838267,,0.6772098552172
0.017682666,0.043319087,,,,,,,0.408195722130524,0.420257119496222,0.461787132804951,24.786885216336,,0.710128559748111,0.289871440251889,-0.493847865028741,-1.78651489683361,,0.868555119304153
0.019240512,0.09044943,,,,,,,0.212721207861675,0.649183659883784,0.744487962361629,36.6672397452696,,0.824591829941892,0.175408170058108,-0.278247927816985,-2.51121214854251,,0.669928095579679
0.025454395,0.07412515,,,,,,,0.343397551303438,0.48876257669183,0.556634260074012,29.1018109847446,,0.744381288345915,0.255618711654085,-0.425886304334259,-1.96793464740336,,0.8200627150979
0.015580763,0.046896465,,,,,,,0.332237472483267,0.501233857558469,0.573038718970032,29.8143788786712,,0.750616928779235,0.249383071220765,-0.41385126697204,-2.00356456033238,,0.810298850430719
0.01290874,0.046477284,,,,,,,0.277742993760135,0.565260001242043,0.652559885908105,33.1268546473455,,0.782630000621021,0.217369999378978,-0.353597680639456,-2.20177525633368,,0.755336039120352
0.016101355,0.08467,,,,,,,0.190165997401677,0.680437858556134,0.775216729062911,37.7834414992945,,0.840218929278067,0.159781070721933,-0.251162806244593,-2.64583159271153,,0.633785548970672
0.019797612,0.052487843,,,,,,,0.37718471303917,0.452238019391315,0.507001959463642,26.8850976385602,,0.726119009695657,0.273880990304343,-0.461722071973862,-1.86837896080977,,0.846978653706665
0.0122118555,0.05166828,,,,,,,0.236351113294269,0.617663444060791,0.711594854018276,35.435458996638,,0.808831722030395,0.191168277969605,-0.306088514661172,-2.3870849492508,,0.703909019522557
0.025045985,0.06267314,,,,,,,0.399628692610582,0.428950414177068,0.474224243108462,25.3714419583524,,0.714475207088534,0.285524792911466,-0.48504414547112,-1.80831207063924,,0.862869945771132
0.013882656,0.042498425,,,,,,,0.326662835152126,0.507542042338635,0.581226068293264,30.1662706834883,,0.753771021169317,0.246228978830683,-0.407801763428415,-2.02192753146045,,0.805246302995233
0.012212351,0.057434775,,,,,,,0.212629909318875,0.649307826427755,0.74461372046748,36.671875368585,,0.824653913213878,0.175346086786122,-0.278139311828095,-2.51172286068815,,0.669789446630565
0.024512049,0.054608956,,,,,,,0.448864999360178,0.380390858280933,0.403592639496527,21.9786402909956,,0.690195429140467,0.309804570859533,-0.534923175414451,-1.69056966506674,,0.892947740206505
0.026000991,0.039588936,,,,,,,0.656774180543776,0.207165118509737,0.152087899848201,8.6477250752162,,0.603582559254869,0.396417440745131,-0.728376975636476,-1.3349076582888,,0.968816316586908
0.014139696,0.03521218,,,,,,,0.40155696125602,0.426984457490532,0.471420690245878,25.2401598135587,,0.713492228745266,0.286507771254734,-0.487030378727632,-1.80335382362381,,0.864167275175189
0.014258681,0.037426367,,,,,,,0.38097956448725,0.448247353857541,0.50144388489391,26.6311957540334,,0.724123676928771,0.275876323071229,-0.46569197098551,-1.8579064513658,,0.849770982759347
0.013991945,0.03952218,,,,,,,0.354027662441697,0.477074697568165,0.541003467315345,28.4135417405051,,0.738537348784083,0.261462651215917,-0.437257213107735,-1.93532321630755,,0.828945522000791
0.019822102,0.065280296,,,,,,,0.303646019007022,0.534158790684136,0.614933564606571,31.588753756875,,0.767079395342068,0.232920604657932,-0.382552185557776,-2.10208982578532,,0.783067932451649
0.021047715,0.04721248,,,,,,,0.445808290519795,0.383309262447902,0.407907376514996,22.1909097897245,,0.691654631223951,0.308345368776049,-0.531876268297146,-1.69738091711044,,0.891254229045681
0.021665227,0.051052533,,,,,,,0.424371245203446,0.404128317483927,0.438454177652029,23.6752488947908,,0.702064158741963,0.297935841258037,-0.510325216395525,-1.74692640669803,,0.87875303232899
0.025585497,0.04625018,,,,,,,0.553197782149172,0.287666015871195,0.265175698111034,14.8516328578188,,0.643833007935597,0.356166992064403,-0.635241552299361,-1.48937427466217,,0.939455434847103
0.020631844,0.05045969,,,,,,,0.4088777398355,0.419569593195162,0.46079918416823,24.7402116604784,,0.709784796597581,0.290215203402419,-0.494546422303357,-1.78480499554217,,0.868999076577574
0.020683633,0.069894254,,,,,,,0.295927516445057,0.543296191044951,0.626186863837194,32.0542576477552,,0.771648095522475,0.228351904477524,-0.373985027952748,-2.13066927290124,,0.775127220852397
0.027682265,0.09919786,,,,,,,0.279061110794124,0.563646946280988,0.65065570543062,33.050270296075,,0.781823473140494,0.218176526859506,-0.355085194738272,-2.19643220131488,,0.756823889376304
0.018373849,0.04138931,,,,,,,0.443927405409754,0.385111185303976,0.41056779934901,22.3214743967793,,0.692555592651988,0.307444407348012,-0.529998211416194,-1.70160253157091,,0.890201407272532
0.02070458,0.07039898,,,,,,,0.294103408884617,0.545471549081068,0.62884167564847,32.1633926317651,,0.772735774540534,0.227264225459466,-0.371952904443438,-2.13755749306424,,0.773211663744023
0.029418375,0.050811797,,,,,,,0.578967419711608,0.26665058128007,0.234408925301489,13.1924532599777,,0.633325290640035,0.366674709359965,-0.65898140305032,-1.44742733235354,,0.948084585023625
0.01662973,0.060109153,,,,,,,0.276658864249842,0.566589208758746,0.654125084465011,33.1897055927864,,0.783294604379373,0.216705395620627,-0.352373074293992,-2.20619302019037,,0.754105859078877
0.020124221,0.08367818,,,,,,,0.240495443376039,0.612259045915518,0.705759324193645,35.2128879169873,,0.806129522957759,0.193870477042241,-0.31091643589067,-2.36683497100753,,0.709498343053761
0.013918388,0.06592082,,,,,,,0.211137968247361,0.651339527315952,0.746667251804074,36.7474924781643,,0.825669763657976,0.174330236342024,-0.276363220745329,-2.52010527850738,,0.667515303965526
0.018223112,0.0654404,,,,,,,0.278468835765063,0.564371335499279,0.651511475759184,33.0847050805087,,0.78218566774964,0.21781433225036,-0.354416993559479,-2.19882920792976,,0.75615640842695
0.019641157,0.061164647,,,,,,,0.321119436853776,0.513867667228458,0.589360418079322,30.5134142833974,,0.756933833614229,0.243066166385771,-0.401760900473804,-2.04057900359588,,0.800102134203289
0.015124467,0.04957502,,,,,,,0.305082418524491,0.532470265181546,0.612836064094555,31.5014693530395,,0.766235132590773,0.233764867409227,-0.384140918704696,-2.09686997178883,,0.78451679870684
0.0154481605,0.035958048,,,,,,,0.429616215540955,0.398976857046362,0.430937135944214,23.3130045559232,,0.699488428523181,0.300511571476819,-0.515627903473467,-1.73450755057051,,0.88191534166371
0.015412455,0.044032477,,,,,,,0.350024710170177,0.481454365192982,0.546889231292204,28.673774158978,,0.740727182596491,0.259272817403509,-0.432985813878861,-1.9474571353326,,0.825647060268987
0.01723948,0.040470324,,,,,,,0.425978304497883,0.40254588284514,0.436148211536268,23.5643367706939,,0.70127294142257,0.29872705857743,-0.5119520321104,-1.74310017258038,,0.87972929478607
0.016009312,0.050721683,,,,,,,0.315630536155514,0.520183626813897,0.597405973251169,30.8543470536403,,0.760091813406948,0.239908186593052,-0.395754399033039,-2.05944570609436,,0.794887563560745
0.022016479,0.10520349,,,,,,,0.209275177087756,0.65388328305598,0.749227165663668,36.8415478382283,,0.82694164152799,0.17305835847201,-0.274142574981648,-2.53066947158739,,0.664653415556176
0.014412136,0.06989612,,,,,,,0.206193648517257,0.658108548704886,0.753451892849077,36.9962665494927,,0.829054274352443,0.170945725647557,-0.270461543496798,-2.54838974502724,,0.659863632880454
0.011900949,0.07918064,,,,,,,0.150301247880795,0.738674980736228,0.827693332771621,39.6143309140509,,0.869337490368114,0.130662509631886,-0.202011732395505,-2.93608283995832,,0.559252324821694
0.016367871,0.067954645,,,,,,,0.240864638465847,0.611779349657925,0.705238568517994,35.1929663509124,,0.805889674828963,0.194110325171037,-0.31134574555275,-2.36505123455414,,0.709991185828355
0.017209632,0.053124655,,,,,,,0.323948117874836,0.510633213641591,0.58521063174266,30.336624565585,,0.755316606820796,0.244683393179204,-0.404846587740858,-2.03101190679671,,0.802742235877787
0.012791098,0.07314921,,,,,,,0.174863105151785,0.702325991198449,0.795652396628108,38.5075959704893,,0.851162995599224,0.148837004400775,-0.232492664003565,-2.74819483572354,,0.606922239206891
0.011073696,0.06916512,,,,,,,0.160105209099616,0.723981570216589,0.815020285460318,39.180732465499,,0.861990785108295,0.138009214891705,-0.214255648252368,-2.85716349574823,,0.579001285316398
0.010865641,0.045484815,,,,,,,0.238885021297767,0.614354815513827,0.70802913789892,35.2996057974577,,0.807177407756913,0.192822592243087,-0.309042299745861,-2.37465399867451,,0.70733890210093
0.011187058,0.08056,,,,,,,0.138866161866931,0.75613260536376,0.842272401038751,40.1065100711417,,0.87806630268188,0.12193369731812,-0.187598213282967,-3.0358312139205,,0.534893793874184
0.013754202,0.07507563,,,,,,,0.183204616464757,0.690324709833967,0.784556230258433,38.1161784814743,,0.845162354916983,0.154837645083017,-0.242699586469343,-2.69117182384489,,0.621815261755719
