S.No.,Sigma_VH,Sigma_VV,C11,C22,Eig_1,Eig_2,,q,mc,tan Qc,Qc,,p1,p2,log2p1,log2p2,,Hc
40,0.021438522,0.12830155,0.039728377,0.014250738,0.0410655978034064,0.0129135171965936,,0.167094801270912,0.713656849316862,0.805890126175414,38.8649979208437,,0.856828424658431,0.143171575341569,-0.222921753648934,-2.80418300022006,,0.592484992688665
,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
41,0.026134206,0.10029189,0.035922065,0.010106729,0.0369241881020863,0.00910460589791369,,0.260581448809071,0.58656943737312,0.677227062733647,34.1069203148627,,0.79328471868656,0.20671528131344,-0.334089336757899,-2.27428305174462,,0.735157026353947
42,0.02759373,0.09948314,0.029623115,0.010888396,0.0308726925870981,0.00963881841290187,,0.277370919333668,0.565715932411618,0.653097161975138,33.1484392590284,,0.782857966205809,0.217142033794191,-0.353177511557406,-2.20328906871968,,0.75491449782576
43,0.029582975,0.10620391,0.039950784,0.011172914,0.0404370420995238,0.0106866559004762,,0.278548831205932,0.56427345689534,0.651395906318173,33.0800563309912,,0.78213672844767,0.21786327155233,-0.354507262021339,-2.19850509446633,,0.756246662533211
44,0.026928175,0.10418352,0.038411904,0.00832942,0.0388293156428453,0.00791200835715467,,0.258468661838264,0.589233058118881,0.680246558065243,34.2253609925372,,0.794616529059441,0.20538347094056,-0.331669291212086,-2.28360801523528,,0.732565241415256
45,0.02926207,0.10371166,0.04448861,0.013629881,0.0455833975720859,0.0125350934279141,,0.282148313892575,0.559881940590822,0.646190979682623,32.8701798407829,,0.779940970295411,0.220059029704589,-0.358563156918534,-2.18403752368771,,0.760275274820358
46,0.027254537,0.10205503,0.05196115,0.014335703,0.0528664660045028,0.0134303869954972,,0.26705726312559,0.578460625423021,0.667947562718471,33.7408459118211,,0.789230312711511,0.21076968728849,-0.341481726815332,-2.24626070012841,,0.74295139537422
47,0.027827376,0.103801794,0.033429783,0.009707946,0.0341559013382738,0.00898182766172623,,0.268081840666453,0.577185269799999,0.666476114557836,33.6825083624077,,0.7885926349,0.2114073651,-0.342647858500553,-2.24190245606575,,0.744164268625873
48,0.026875462,0.099812225,0.04434057,0.012123322,0.046376370385721,0.010087521614279,,0.26926022338446,0.57572100909854,0.664782704684485,33.6152727148473,,0.78786050454927,0.21213949545073,-0.343987880447021,-2.23691485267797,,0.745552453261172
49,0.02914323,0.10486303,0.038864743,0.012494823,0.0396658273147279,0.0116937386852721,,0.277917107678464,0.565046737368836,0.652308430066708,33.1167489741419,,0.782523368684418,0.217476631315582,-0.353794258648222,-2.20106770862209,,0.755533065667251
50,0.02696888,0.24872519,0.083180735,0.016047045,0.083510230760984,0.015717549239016,,0.108428422549401,0.804356473826223,0.879967867144941,41.3467396259615,,0.902178236913112,0.0978217630868885,-0.148515610289001,-3.35370072250458,,0.462052468985775
51,0.036252506,0.2193823,0.086034603,0.017358347,0.0865022478585661,0.0168907021414339,,0.165248089750176,0.716372691440148,0.808309964690159,38.9489543684195,,0.858186345720074,0.141813654279926,-0.220637147796225,-2.81793164825093,,0.588968972146863
52,0.038769953,0.22338541,0.08017776,0.01662281,0.0802980913376753,0.0165024786623247,,0.173556334766895,0.70422155353732,0.79738112083632,38.5681969550651,,0.85211077676866,0.14788922323134,-0.230887097879902,-2.75741116859757,,0.604532780173622
53,0.03597361,0.21904075,0.09358371,0.01906498,0.0954507493253005,0.0171979406746995,,0.164232500116987,0.717869927011169,0.809638436228197,38.994961386175,,0.858934963505585,0.141065036494415,-0.219379196794973,-2.82556764009665,,0.587021264660647
54,0.03703754,0.21733749,0.108335897,0.015792877,0.108784547340962,0.0153442266590379,,0.17041486951929,0.708795788643249,0.801526161076865,38.7130872257507,,0.854397894321624,0.145602105678376,-0.227020003404374,-2.77989687513521,,0.598724251466008
55,0.029882435,0.16740626,0.066373263,0.015964397,0.066576476814578,0.015761183185422,,0.178502494470637,0.697068957752496,0.79082408440739,38.3377963611827,,0.848534478876248,0.151465521123752,-0.236954812263608,-2.72293867191468,,0.613495653070894
56,0.042373713,0.18609685,0.09301828,0.009975806,0.093042031466759,0.00995205453324095,,0.227697099655368,0.629066323086883,0.723718483308076,35.8939544122371,,0.814533161543441,0.185466838456559,-0.2959546594633,-2.43076683942187,,0.691891525178771
57,0.052120347,0.18152551,0.090849146,0.015910584,0.0914167326772628,0.0153429973227372,,0.287124090713201,0.553851733822954,0.638981190412506,32.5778125280522,,0.776925866911477,0.223074133088523,-0.364151149461054,-2.16440486157633,,0.765741185630565
58,0.038655378,0.16128394,0.091374524,0.019324368,0.0917874515799594,0.0189114404200406,,0.239672827933147,0.613328900121586,0.706919110978964,35.2572205746613,,0.806664450060793,0.193335549939207,-0.309959417548595,-2.37082115467191,,0.708397254844001
59,0.035682626,0.20557193,0.087397784,0.018930305,0.0877829113977288,0.0185451776022712,,0.173577326437515,0.704191070281798,0.797353371768714,38.5672250087512,,0.852095535140899,0.147904464859101,-0.230912903465332,-2.75726249050409,,0.604571287183309
60,0.034213305,0.20032999,0.06818773,0.013811449,0.0682511386037324,0.0137480403962676,,0.170784738720348,0.708255953341152,0.801038929307098,38.696086366431,,0.854127976670576,0.145872023329424,-0.227475845328066,-2.77722487834939,,0.599412895757128
61,0.03145617,0.18378583,0.07448545,0.0142662395,0.0744956867516731,0.0142560027483269,,0.171156666430704,0.707713457410728,0.800548770955132,38.678975232048,,0.853856728705364,0.146143271294636,-0.227934079053838,-2.774544688551,,0.600104084239381
62,0.031478193,0.20497629,0.0690922,0.012381689,0.0691012556888828,0.0123726333111172,,0.153569922648127,0.733748393343001,0.82348564710818,39.470965638518,,0.8668741966715,0.1331258033285,-0.206105454389642,-2.90913786378704,,0.565948815313641
63,0.031843044,0.18880099,0.06788387,0.012752849,0.0678953106612301,0.0127414083387699,,0.168659306288595,0.711362746386335,0.803835864109859,38.793569201618,,0.855681373193168,0.144318626806832,-0.224854409111849,-2.79267057837377,,0.59543811255211
64,0.03119771,0.1933481,0.05866335,0.010757919,0.0587277629381211,0.0106935060618789,,0.161355141322827,0.722126099792287,0.813393304090547,39.1246753725536,,0.861063049896144,0.138936950103857,-0.215809214475287,-2.84749776164146,,0.581447994841805
65,0.029028477,0.17635822,0.05007487,0.009781823,0.0502336009010301,0.00962309209896995,,0.164599512288114,0.717328557068134,0.809158544685821,38.9783488977133,,0.858664278534067,0.141335721465933,-0.21983391971255,-2.8228019535704,,0.587726284730609
,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
66,0.03189748,0.15245998,0.06313922,0.008848725,0.0643720712925763,0.00761587370742368,,0.209218707755307,0.653960517789733,0.749304696949074,36.8443928600291,,0.826980258894867,0.173019741105133,-0.274075204105573,-2.53099143985978,,0.664566266911738
67,0.03526906,0.14543943,0.06898197,0.009384605,0.0696140044737349,0.00875257052626515,,0.242499987795607,0.609657963496901,0.702930136908244,35.104539309254,,0.80482898174845,0.19517101825155,-0.313245837616763,-2.35718925781144,,0.712164356184714
68,0.035957135,0.18055,0.05674251,0.013271509,0.0597703331557357,0.0102436858442643,,0.199153337025755,0.667843417723855,0.763056190184602,37.3456663533452,,0.833921708861927,0.166078291138073,-0.26201614951303,-2.59006459060754,,0.648654456296661
69,0.035203982,0.13792568,0.06521478,0.016569765,0.0693724844337606,0.0124120605662394,,0.255238777869357,0.593322350505138,0.684854625135587,34.4054737753078,,0.796661175252569,0.203338824747431,-0.327961827029598,-2.29804239065968,,0.728555693495895
70,0.03737861,0.10040691,0.056020297,0.015336945,0.0610243255461123,0.0103329164538877,,0.372271290890238,0.457437762690884,0.514205680469347,27.2124849964804,,0.728718881345442,0.271281118654558,-0.456565723006024,-1.88213945630324,,0.843296960099448
71,0.06598698,0.13401945,0.0630932005,0.0129381045,0.0636998949382168,0.0123314100617831,,0.492368682306934,0.340151414132036,0.343559395774564,18.9606404962543,,0.670075707066018,0.329924292933982,-0.577603990304485,-1.59979308477762,,0.914849004543363
72,0.0564919,0.1281454,0.05739357,0.01611077,0.0590750542114605,0.0144292857885395,,0.440842199563933,0.388077057019356,0.414940402051897,22.5355369627581,,0.694038528509678,0.305961471490322,-0.526912340805784,-1.708578103373,,0.888456536330583
73,0.043609194,0.19086549,0.0682293165,0.0173902835,0.0704329544865713,0.0151866455134287,,0.228481293291941,0.628026418408565,0.722623433516808,35.8527576217104,,0.814013209204282,0.185986790795718,-0.296875889217841,-2.42672793339398,,0.693000235783861
74,0.04971112,0.17900783,0.066373935,0.017627235,0.0681331954886254,0.0158679745113746,,0.277703606596426,0.565308252770485,0.652616765871536,33.1291402542819,,0.782654126385243,0.217345873614757,-0.353553208048439,-2.2019353890668,,0.755291447955824
75,0.043502618,0.12345801,0.05961485,0.00977268,0.0622209946401309,0.00716653535986913,,0.352367724054519,0.478887705189992,0.543444059426243,28.5216058118501,,0.739443852594996,0.260556147405004,-0.435487490035041,-1.94033380163742,,0.827584447422786
76,0.062165767,0.13236822,0.066238993,0.016353817,0.0674059717632375,0.0151868382367625,,0.469642690670011,0.360875002268884,0.374578235876214,20.5348562622841,,0.680437501134442,0.319562498865558,-0.5554654400563,-1.64582997909669,,0.903905056826439
77,0.030389491,0.13099603,0.062348902,0.013960873,0.0632613924591063,0.0130483825408937,,0.231987877800571,0.623392596662993,0.717718095805513,35.6676879631479,,0.811696298331497,0.188303701668503,-0.300988060640736,-2.40886673420075,,0.69790941754018
78,0.025727352,0.15052935,0.05235515,0.011530459,0.0523782916150794,0.0115073173849206,,0.17091252968275,0.708069517833143,0.800870539662207,38.6902089076771,,0.854034758916571,0.145965241083429,-0.227633306662115,-2.77630323596578,,0.59965052733501
,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
79,0.03657411,0.12353093,0.054029163,0.01461573,0.0543457860716783,0.0142991069283217,,0.296072489699543,0.543123564379985,0.625975789020904,32.0455695092649,,0.771561782189992,0.228438217810008,-0.374146410819283,-2.13012406050656,,0.775278815628051
80,0.04557782,0.22739454,0.08125498,0.022591116,0.0829846964339003,0.0208613995660997,,0.200434979661341,0.666062747158723,0.761312822689863,37.2824833477692,,0.833031373579362,0.166968626420638,-0.263557263576236,-2.58235105062833,,0.650723077153035
81,0.036313258,0.13892843,0.0604073,0.010640236,0.0621966740845091,0.00885086191549091,,0.26138104346245,0.585563704453703,0.676083270999163,34.061967890953,,0.792781852226852,0.207218147773148,-0.335004157087971,-2.27077773782902,,0.736131572997327
82,0.051977925,0.2134588,0.1032022,0.02293958,0.104659862703626,0.0214819172963739,,0.243503313051512,0.608359205004507,0.701512461835363,35.0501383992482,,0.804179602502253,0.195820397497747,-0.314410351315671,-2.35239704477644,,0.713489715724278
83,0.070056,0.31079727,0.1437796,0.023508942,0.146157626379891,0.0211309156201093,,0.225407385335141,0.632110287513089,0.726911698766807,36.0138416854663,,0.816055143756545,0.183944856243455,-0.293261451347315,-2.44265476092937,,0.68863129468903
84,0.06617877,0.24966055,0.119502105,0.021754915,0.122311767930146,0.0189452520698538,,0.265074998833416,0.580933938180971,0.670791888742778,33.853388461245,,0.790466969090486,0.209533030909514,-0.339222916332783,-2.25475040574512,,0.740589196979843
85,0.052393865,0.24428916,0.12976822,0.021072498,0.132195049790227,0.0186456682097725,,0.214474784718241,0.64680240805823,0.742070442422576,36.5780178952093,,0.823401204029115,0.176598795970885,-0.280332536627059,-2.5014525879868,,0.672579663403979
86,0.034133192,0.24574618,0.12932064,0.01780214,0.131165908237494,0.0159568717625063,,0.138896124448404,0.756086404252758,0.842234491026498,40.1052393941157,,0.878043202126379,0.121956797873621,-0.18763616883958,-3.03555791867022,,0.534959586043563
87,0.042688936,0.13848945,0.06439585,0.012452347,0.0655987268364957,0.0112494701635043,,0.308246844795759,0.528763480650501,0.608211891900368,31.3084643621163,,0.76438174032525,0.23561825967475,-0.387634779493044,-2.08547674705419,,0.787677349092553
88,0.055950683,0.17513688,0.058143828,0.015550761,0.05836331628734,0.01533127271266,,0.319468309587335,0.515762057692391,0.591781623595038,30.6162668336927,,0.757881028846196,0.242118971153804,-0.399956701061887,-2.04621196921752,,0.798546332844259
89,0.05951718,0.2809192,0.071984447,0.023474283,0.0754063448267572,0.0200523851732428,,0.211865831883332,0.650347709607299,0.745665768475182,36.7106334858327,,0.825173854803649,0.174826145196351,-0.277229983966738,-2.5160071393137,,0.668626763989699
90,0.050800942,0.28648418,0.079026358,0.017824082,0.0831260765135451,0.0137243634864549,,0.177325470467514,0.698765592156775,0.792387827466378,38.3928767011314,,0.849382796078387,0.150617203921613,-0.235513207138888,-2.73104152677105,,0.611382704949085
91,0.05383084,0.24984269,0.08073158,0.01353316,0.0831786494448829,0.0110860905551171,,0.215458935380499,0.645469000870771,0.740711950734451,36.5277902336941,,0.822734500435385,0.177265499564615,-0.28150115233523,-2.4960163169719,,0.674058289287964
92,0.039057758,0.28166136,0.071827945,0.017156095,0.072778187327435,0.016205852672565,,0.138669209010423,0.756436359369135,0.842521556307703,40.1148601369986,,0.878218179684568,0.121781820315433,-0.187348695392957,-3.03762931220405,,0.534461057318006
93,0.04758933,0.2918759,0.08621078,0.02237562,0.0896863445183226,0.0189000554816774,,0.163046452276464,0.719621770983732,0.811187799285343,39.0485427531638,,0.859810885491866,0.140189114508134,-0.217908719451329,-2.83455376447486,,0.584733871295274
94,0.06633496,0.25444278,0.0725955785,0.0295183515,0.0760108751668489,0.0261030548331511,,0.260706788378904,0.586411700512635,0.677047806711699,34.0998784861727,,0.793205850256318,0.206794149743682,-0.334232776744893,-2.27373272284749,,0.735310019027097
95,0.046285056,0.18476053,0.0484490865,0.0235925635,0.0494569173436339,0.0225847326563661,,0.250513765034123,0.599342650934695,0.691577954638692,34.6668797168497,,0.799671325467347,0.200328674532653,-0.322520938076395,-2.31955915528832,,0.722584957121512
96,0.05012488,0.17833962,0.06110963,0.011432769,0.0618295832580477,0.0107128157419523,,0.28106418528872,0.561202024822237,0.647759619296543,32.9335365915124,,0.780601012411119,0.219398987588881,-0.357342760986294,-2.18837122641094,,0.759068552546883
97,0.04861285,0.182572,0.075447135,0.018878985,0.077609989703025,0.016716130296975,,0.266266733124466,0.579446057992122,0.669082282823368,33.7857793044528,,0.789723028996061,0.210276971003939,-0.34058133369467,-2.24963723643746,,0.742011826400614
98,0.0449975,0.19354686,0.047505345,0.024499275,0.0492127269483925,0.0227918930516074,,0.232488917670894,0.622732643940943,0.717016041432086,35.6411302310489,,0.811366321970471,0.188633678029529,-0.301574674194972,-2.40634082190384,,0.698604454029339
99,0.034822885,0.1691819,0.049658783,0.01840107,0.0502257107017891,0.0178341422982109,,0.205831031570162,0.658607174336622,0.753948205895083,37.0144014261895,,0.829303587168311,0.170696412831689,-0.27002776213496,-2.5504953542974,,0.659295399696009
100,0.03391339,0.18965209,0.053506695,0.017300177,0.0548632632219352,0.0159436087780647,,0.178818962659468,0.696613359092826,0.79040328049009,38.3229598995793,,0.848306679546413,0.151693320453587,-0.237342173171037,-2.72077053442203,,0.614061667397812
101,0.04742845,0.21716107,0.056414176,0.018173639,0.0588009165021481,0.0157868984978519,,0.21840217493863,0.641494115110833,0.736641894649586,36.3769164342911,,0.820747057555416,0.179252942444584,-0.284990422258243,-2.47993129386608,,0.678440031985827
,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,#DIV/0!
102,0.049657375,0.19863032,0.07932686,0.018375494,0.0799516781605447,0.0177506758394552,,0.249998967931985,0.600001321048149,0.692309157965884,34.6952102989904,,0.800000660524075,0.199999339475925,-0.321926903719345,-2.32193285956927,,0.721926773837246
103,0.05059577,0.20056297,0.10517026,0.016404599,0.105941679482158,0.0156331795178417,,0.252268751305388,0.597101259546054,0.689083264838091,34.5700766308679,,0.798550629773027,0.201449370226973,-0.324544214480824,-2.3115107995614,,0.724817381707346
104,0.06333248,0.20628281,0.06980077,0.019268857,0.0729569836518104,0.0161126433481896,,0.307017729688673,0.530201124721079,0.61000852521239,31.3835470485156,,0.76510056236054,0.23489943763946,-0.386278711416773,-2.08988483541436,,0.786454831902947
105,0.08280705,0.22098398,0.07392593,0.020519279,0.079336287347268,0.015108921652732,,0.374719696875764,0.454842034012657,0.510615034264617,27.0495397653313,,0.727421017006329,0.272578982993671,-0.459137485435909,-1.87525376641892,,0.845141021107039
106,0.05757157,0.16509862,0.05948598,0.017999379,0.0610189657429348,0.0164663932570652,,0.3487101830409,0.482898272103688,0.54882219881539,28.7589575836246,,0.741449136051844,0.258550863948156,-0.431580368738418,-1.95147996929005,,0.824551723575499
107,0.07559336,0.22860512,0.066811174,0.021351155,0.0683905600959924,0.0197717689040076,,0.330672208916406,0.50299975200402,0.575338202698008,29.9134624813506,,0.75149987600201,0.24850012399799,-0.412155228791364,-2.00868152321553,,0.808892210921822
